,values,CDF
4967,0,0.5
4968,22,1
4969,23,1
4970,8,1
4971,22,1
4972,0,0.5
4973,29,1
4974,15,1
4975,12,1
4976,0,0.5
4977,19,1
4978,25,1
4979,25,1
4980,28,1
4981,7,1
4982,35,1
4983,26,1
4984,27,1
4985,16,1
4986,0,0.5
4987,18,1
4988,12,1
4989,19,1
4990,9,1
4991,24,1
4992,2,0.977249868
4993,12,1
4994,0,0.5
4995,0,0.5
4996,14,1
4997,29,1
4998,7,1
4999,31,1
5000,21,1
5001,7,1
5002,19,1
5003,0,0.5
5004,22,1
5005,30,1
5006,21,1
5007,26,1
5008,23,1
5009,17,1
5010,11,1
5011,27,1
5012,30,1
5013,6,0.999999999
5014,21,1
5015,4,0.999968329
5016,27,1
5017,8,1
5018,13,1
5019,34,1
5020,7,1
5021,12,1
5022,7,1
5023,25,1
5024,10,1
5025,0,0.5
5026,5,0.999999713
5027,21,1
5028,7,1
5029,23,1
5030,10,1
5031,7,1
5032,12,1
5033,9,1
5034,4,0.999968329
5035,14,1
5036,10,1
5037,3,0.998650102
5038,6,0.999999999
5039,28,1
5040,34,1
5041,23,1
5042,23,1
5043,18,1
5044,26,1
5045,15,1
5046,6,0.999999999
5047,10,1
5048,0,0.5
5049,35,1
5050,0,0.5
5051,0,0.5
5052,21,1
5053,18,1
5054,3,0.998650102
5055,21,1
5056,6,0.999999999
5057,21,1
5058,39,1
5059,1,0.841344746
5060,16,1
5061,16,1
5062,0,0.5
5063,26,1
5064,17,1
5065,43,1
5066,0,0.5
5067,33,1
5068,19,1
5069,17,1
5070,19,1
5071,15,1
5072,24,1
5073,8,1
5074,22,1
5075,12,1
5076,18,1
5077,18,1
5078,19,1
5079,19,1
5080,20,1
5081,36,1
5082,24,1
5083,15,1
5084,14,1
5085,19,1
5086,15,1
5087,5,0.999999713
5088,19,1
5089,0,0.5
5090,14,1
5091,15,1
5092,6,0.999999999
5093,21,1
5094,13,1
5095,13,1
5096,24,1
5097,19,1
5098,17,1
5099,22,1
5100,29,1
5101,26,1
5102,10,1
5103,26,1
5104,10,1
5105,15,1
5106,15,1
5107,21,1
5108,15,1
5109,9,1
5110,10,1
5111,18,1
5112,11,1
5113,12,1
5114,3,0.998650102
5115,23,1
5116,9,1
5117,21,1
5118,0,0.5
5119,3,0.998650102
5120,8,1
5121,13,1
5122,16,1
5123,20,1
5124,8,1
5125,9,1
5126,30,1
5127,7,1
5128,7,1
5129,14,1
5130,12,1
5131,3,0.998650102
5132,5,0.999999713
5133,1,0.841344746
5134,0,0.5
5135,7,1
5136,12,1
5137,25,1
5138,9,1
5139,12,1
5140,12,1
5141,6,0.999999999
5142,8,1
5143,26,1
5144,5,0.999999713
5145,15,1
5146,13,1
5147,13,1
5148,22,1
5149,8,1
5150,15,1
5151,10,1
5152,10,1
5153,24,1
5154,5,0.999999713
5155,16,1
5156,7,1
5157,32,1
5158,32,1
5159,11,1
5160,17,1
5161,30,1
5162,9,1
5163,17,1
5164,18,1
5165,13,1
5166,0,0.5
5167,10,1
5168,12,1
5169,27,1
5170,11,1
5171,23,1
5172,8,1
5173,20,1
5174,30,1
5175,3,0.998650102
5176,12,1
5177,11,1
5178,22,1
5179,17,1
5180,32,1
5181,19,1
5182,25,1
5183,30,1
5184,1,0.841344746
5185,15,1
5186,17,1
5187,13,1
5188,0,0.5
5189,14,1
5190,9,1
5191,19,1
5192,19,1
5193,33,1
5194,26,1
5195,4,0.999968329
5196,23,1
5197,14,1
5198,28,1
5199,17,1
5200,15,1
5201,20,1
5202,11,1
5203,20,1
5204,3,0.998650102
5205,0,0.5
5206,22,1
5207,5,0.999999713
5208,9,1
5209,5,0.999999713
5210,32,1
5211,8,1
5212,17,1
5213,15,1
5214,23,1
5215,19,1
5216,18,1
5217,18,1
5218,0,0.5
5219,15,1
5220,19,1
5221,21,1
5222,27,1
5223,7,1
5224,16,1
5225,3,0.998650102
5226,15,1
5227,11,1
5228,31,1
5229,11,1
5230,27,1
5231,16,1
5232,17,1
5233,15,1
5234,1,0.841344746
5235,17,1
5236,0,0.5
5237,7,1
5238,13,1
5239,25,1
5240,14,1
5241,6,0.999999999
5242,14,1
5243,20,1
5244,11,1
5245,0,0.5
5246,27,1
5247,38,1
5248,10,1
5249,8,1
5250,24,1
5251,18,1
5252,11,1
5253,10,1
5254,12,1
5255,16,1
5256,34,1
5257,18,1
5258,36,1
5259,8,1
5260,19,1
5261,13,1
5262,23,1
5263,17,1
5264,21,1
5265,11,1
5266,25,1
5267,32,1
5268,14,1
5269,12,1
5270,0,0.5
5271,5,0.999999713
5272,13,1
5273,21,1
5274,17,1
5275,4,0.999968329
5276,11,1
5277,36,1
5278,4,0.999968329
5279,8,1
5280,11,1
5281,0,0.5
5282,0,0.5
5283,7,1
5284,24,1
5285,3,0.998650102
5286,25,1
5287,26,1
5288,17,1
5289,20,1
5290,19,1
5291,8,1
5292,14,1
5293,8,1
5294,33,1
5295,6,0.999999999
5296,19,1
5297,20,1
5298,17,1
5299,10,1
5300,7,1
5301,10,1
5302,27,1
5303,23,1
5304,14,1
5305,0,0.5
5306,30,1
5307,15,1
5308,25,1
5309,20,1
5310,18,1
5311,31,1
5312,2,0.977249868
5313,8,1
5314,26,1
5315,0,0.5
5316,26,1
5317,7,1
5318,8,1
5319,26,1
5320,15,1
5321,5,0.999999713
5322,12,1
5323,11,1
5324,19,1
5325,0,0.5
5326,11,1
5327,27,1
5328,10,1
5329,37,1
5330,13,1
5331,14,1
5332,6,0.999999999
5333,12,1
5334,17,1
5335,17,1
5336,4,0.999968329
5337,0,0.5
5338,0,0.5
5339,25,1
5340,14,1
5341,17,1
5342,19,1
5343,29,1
5344,12,1
5345,18,1
5346,15,1
5347,17,1
5348,13,1
5349,28,1
5350,16,1
5351,42,1
5352,16,1
5353,17,1
5354,12,1
5355,17,1
5356,20,1
5357,15,1
5358,14,1
5359,3,0.998650102
5360,22,1
5361,5,0.999999713
5362,13,1
5363,28,1
5364,6,0.999999999
5365,6,0.999999999
5366,17,1
5367,0,0.5
5368,19,1
5369,37,1
5370,3,0.998650102
5371,7,1
5372,5,0.999999713
5373,18,1
5374,16,1
5375,8,1
5376,11,1
5377,33,1
5378,12,1
5379,6,0.999999999
5380,12,1
5381,19,1
5382,5,0.999999713
5383,26,1
5384,13,1
5385,18,1
5386,2,0.977249868
5387,14,1
5388,14,1
5389,5,0.999999713
5390,7,1
5391,0,0.5
5392,16,1
5393,32,1
5394,28,1
5395,23,1
5396,1,0.841344746
5397,20,1
5398,20,1
5399,27,1
5400,0,0.5
5401,5,0.999999713
5402,26,1
5403,29,1
5404,13,1
5405,15,1
5406,23,1
5407,11,1
5408,17,1
5409,5,0.999999713
5410,26,1
5411,15,1
5412,15,1
5413,21,1
5414,0,0.5
5415,25,1
5416,10,1
5417,0,0.5
5418,17,1
5419,39,1
5420,16,1
5421,10,1
5422,8,1
5423,29,1
5424,19,1
5425,17,1
5426,33,1
5427,0,0.5
5428,24,1
5429,0,0.5
5430,16,1
5431,45,1
5432,22,1
5433,7,1
5434,11,1
5435,8,1
5436,15,1
5437,0,0.5
5438,24,1
5439,0,0.5
5440,26,1
5441,32,1
5442,9,1
5443,19,1
5444,37,1
5445,9,1
5446,15,1
5447,25,1
5448,9,1
5449,22,1
5450,15,1
5451,24,1
5452,26,1
5453,19,1
5454,26,1
5455,19,1
5456,0,0.5
5457,31,1
5458,38,1
5459,19,1
5460,13,1
5461,12,1
5462,14,1
5463,0,0.5
5464,31,1
5465,0,0.5
5466,31,1
5467,8,1
5468,5,0.999999713
5469,15,1
5470,3,0.998650102
5471,22,1
5472,31,1
5473,25,1
5474,40,1
5475,12,1
5476,17,1
5477,22,1
5478,10,1
5479,0,0.5
5480,20,1
5481,1,0.841344746
5482,3,0.998650102
5483,20,1
5484,26,1
5485,10,1
5486,20,1
5487,17,1
5488,21,1
5489,20,1
5490,3,0.998650102
5491,0,0.5
5492,5,0.999999713
5493,17,1
5494,45,1
5495,10,1
5496,20,1
5497,24,1
5498,13,1
5499,1,0.841344746
5500,18,1
5501,11,1
5502,0,0.5
5503,0,0.5
5504,22,1
5505,11,1
5506,26,1
5507,42,1
5508,9,1
5509,10,1
5510,34,1
5511,13,1
5512,3,0.998650102
5513,4,0.999968329
5514,19,1
5515,0,0.5
5516,24,1
5517,21,1
5518,31,1
5519,17,1
5520,24,1
5521,7,1
5522,23,1
5523,6,0.999999999
5524,21,1
5525,10,1
5526,0,0.5
5527,11,1
5528,0,0.5
5529,0,0.5
5530,22,1
5531,38,1
5532,8,1
5533,21,1
5534,0,0.5
5535,34,1
5536,15,1
5537,22,1
5538,18,1
5539,26,1
5540,20,1
5541,17,1
5542,31,1
5543,16,1
5544,12,1
5545,22,1
5546,30,1
5547,29,1
5548,23,1
5549,16,1
5550,10,1
5551,30,1
5552,20,1
5553,1,0.841344746
5554,20,1
5555,11,1
5556,20,1
5557,4,0.999968329
5558,0,0.5
5559,7,1
5560,7,1
5561,29,1
5562,9,1
5563,25,1
5564,0,0.5
5565,32,1
5566,21,1
5567,7,1
5568,25,1
5569,14,1
5570,9,1
5571,8,1
5572,0,0.5
5573,25,1
5574,21,1
5575,23,1
5576,26,1
5577,21,1
5578,2,0.977249868
5579,23,1
5580,18,1
5581,11,1
5582,23,1
5583,18,1
5584,31,1
5585,0,0.5
5586,9,1
5587,12,1
5588,24,1
5589,43,1
5590,9,1
5591,16,1
5592,10,1
5593,1,0.841344746
5594,24,1
5595,26,1
5596,30,1
5597,19,1
5598,23,1
5599,18,1
5600,32,1
5601,0,0.5
5602,15,1
5603,9,1
5604,14,1
5605,0,0.5
5606,19,1
5607,10,1
5608,0,0.5
5609,17,1
5610,23,1
5611,14,1
5612,26,1
5613,17,1
5614,0,0.5
5615,0,0.5
5616,0,0.5
5617,16,1
5618,28,1
5619,19,1
5620,1,0.841344746
5621,9,1
5622,26,1
5623,3,0.998650102
5624,30,1
5625,25,1
5626,24,1
5627,16,1
5628,9,1
5629,8,1
5630,10,1
5631,7,1
5632,29,1
5633,0,0.5
5634,29,1
5635,6,0.999999999
5636,4,0.999968329
5637,36,1
5638,23,1
5639,10,1
5640,20,1
5641,14,1
5642,33,1
5643,11,1
5644,34,1
5645,8,1
5646,3,0.998650102
5647,17,1
5648,11,1
5649,20,1
5650,9,1
5651,8,1
5652,29,1
5653,21,1
5654,26,1
5655,7,1
5656,1,0.841344746
5657,23,1
5658,16,1
5659,22,1
5660,3,0.998650102
5661,15,1
5662,4,0.999968329
5663,34,1
5664,23,1
5665,24,1
5666,14,1
5667,27,1
5668,28,1
5669,0,0.5
5670,22,1
5671,13,1
5672,17,1
5673,37,1
5674,26,1
5675,23,1
5676,29,1
5677,20,1
5678,8,1
5679,0,0.5
5680,15,1
5681,14,1
5682,19,1
5683,11,1
5684,15,1
5685,33,1
5686,18,1
5687,2,0.977249868
5688,0,0.5
5689,11,1
5690,8,1
5691,2,0.977249868
5692,13,1
5693,22,1
5694,14,1
5695,16,1
5696,28,1
5697,18,1
5698,20,1
5699,14,1
5700,17,1
5701,3,0.998650102
5702,18,1
5703,3,0.998650102
5704,13,1
5705,29,1
5706,16,1
5707,12,1
5708,8,1
5709,22,1
5710,16,1
5711,15,1
5712,40,1
5713,7,1
5714,33,1
5715,0,0.5
5716,0,0.5
5717,8,1
5718,23,1
5719,18,1
5720,5,0.999999713
5721,23,1
5722,7,1
5723,8,1
5724,0,0.5
5725,20,1
5726,0,0.5
5727,11,1
5728,16,1
5729,17,1
5730,25,1
5731,19,1
5732,19,1
5733,12,1
5734,18,1
5735,3,0.998650102
5736,28,1
5737,35,1
5738,26,1
5739,13,1
5740,19,1
5741,10,1
5742,1,0.841344746
5743,9,1
5744,14,1
5745,20,1
5746,0,0.5
5747,4,0.999968329
5748,22,1
5749,31,1
5750,21,1
5751,18,1
5752,24,1
5753,27,1
5754,4,0.999968329
5755,21,1
5756,28,1
5757,23,1
5758,14,1
5759,21,1
5760,0,0.5
5761,0,0.5
5762,22,1
5763,0,0.5
5764,0,0.5
5765,14,1
5766,2,0.977249868
5767,23,1
5768,21,1
5769,24,1
5770,13,1
5771,19,1
5772,22,1
5773,10,1
5774,8,1
5775,18,1
5776,0,0.5
5777,0,0.5
5778,14,1
5779,13,1
5780,16,1
5781,20,1
5782,17,1
5783,17,1
5784,15,1
5785,1,0.841344746
5786,18,1
5787,1,0.841344746
5788,2,0.977249868
5789,18,1
5790,21,1
5791,0,0.5
5792,17,1
5793,34,1
5794,3,0.998650102
5795,10,1
5796,11,1
5797,10,1
5798,14,1
5799,11,1
5800,18,1
5801,23,1
5802,19,1
5803,33,1
5804,19,1
5805,22,1
5806,27,1
5807,15,1
5808,21,1
5809,31,1
5810,10,1
5811,24,1
5812,7,1
5813,11,1
5814,20,1
5815,25,1
5816,9,1
5817,29,1
5818,0,0.5
5819,11,1
5820,10,1
5821,18,1
5822,20,1
5823,31,1
5824,0,0.5
5825,21,1
5826,13,1
5827,27,1
5828,20,1
5829,26,1
5830,12,1
5831,11,1
5832,6,0.999999999
5833,0,0.5
5834,10,1
5835,26,1
5836,16,1
5837,12,1
5838,23,1
5839,11,1
5840,10,1
5841,27,1
5842,8,1
5843,14,1
5844,22,1
5845,5,0.999999713
5846,0,0.5
5847,28,1
5848,22,1
5849,19,1
5850,12,1
5851,7,1
5852,6,0.999999999
5853,39,1
5854,31,1
5855,8,1
5856,10,1
5857,30,1
5858,21,1
5859,10,1
5860,7,1
5861,43,1
5862,18,1
5863,20,1
5864,0,0.5
5865,20,1
5866,0,0.5
5867,11,1
5868,11,1
5869,45,1
5870,17,1
5871,24,1
5872,11,1
5873,27,1
5874,10,1
5875,12,1
5876,23,1
5877,6,0.999999999
5878,2,0.977249868
5879,21,1
5880,21,1
5881,22,1
5882,6,0.999999999
5883,19,1
5884,0,0.5
5885,21,1
5886,22,1
5887,17,1
5888,6,0.999999999
5889,13,1
5890,15,1
5891,6,0.999999999
5892,11,1
5893,26,1
5894,18,1
5895,8,1
5896,28,1
5897,10,1
5898,0,0.5
5899,14,1
5900,11,1
5901,10,1
5902,15,1
5903,18,1
5904,31,1
5905,14,1
5906,2,0.977249868
5907,19,1
5908,4,0.999968329
5909,17,1
5910,19,1
5911,12,1
5912,26,1
5913,27,1
5914,13,1
5915,14,1
5916,18,1
5917,15,1
5918,0,0.5
5919,17,1
5920,43,1
5921,3,0.998650102
5922,22,1
5923,20,1
5924,25,1
5925,8,1
5926,21,1
5927,22,1
5928,18,1
5929,11,1
5930,0,0.5
5931,16,1
5932,35,1
5933,37,1
5934,18,1
5935,0,0.5
5936,18,1
5937,16,1
5938,16,1
5939,3,0.998650102
5940,34,1
5941,17,1
5942,14,1
5943,29,1
5944,31,1
5945,23,1
5946,25,1
5947,26,1
5948,19,1
5949,17,1
5950,10,1
5951,29,1
5952,16,1
5953,23,1
5954,10,1
5955,0,0.5
5956,14,1
5957,18,1
5958,19,1
5959,23,1
5960,22,1
5961,26,1
5962,13,1
5963,11,1
5964,27,1
5965,24,1
5966,15,1
5967,13,1
5968,32,1
5969,26,1
5970,13,1
5971,13,1
5972,10,1
5973,4,0.999968329
5974,17,1
5975,21,1
5976,46,1
5977,7,1
5978,0,0.5
5979,37,1
5980,9,1
5981,17,1
5982,6,0.999999999
5983,17,1
5984,21,1
5985,15,1
5986,16,1
5987,10,1
5988,0,0.5
5989,21,1
5990,26,1
5991,8,1
5992,15,1
5993,4,0.999968329
5994,15,1
5995,43,1
5996,19,1
5997,4,0.999968329
5998,23,1
5999,14,1
6000,27,1
6001,17,1
6002,33,1
6003,27,1
6004,20,1
6005,11,1
6006,40,1
6007,16,1
6008,25,1
6009,22,1
6010,23,1
6011,39,1
6012,37,1
6013,10,1
6014,22,1
6015,22,1
6016,45,1
6017,10,1
6018,9,1
6019,20,1
6020,17,1
6021,45,1
6022,14,1
6023,36,1
6024,8,1
6025,9,1
6026,29,1
6027,33,1
6028,9,1
6029,21,1
6030,20,1
6031,9,1
6032,22,1
6033,28,1
6034,15,1
6035,20,1
6036,17,1
6037,32,1
6038,25,1
6039,27,1
6040,30,1
6041,40,1
6042,23,1
6043,19,1
6044,37,1
6045,26,1
6046,5,0.999999713
6047,30,1
6048,16,1
6049,18,1
6050,13,1
6051,19,1
6052,0,0.5
6053,20,1
6054,50,1
6055,14,1
6056,21,1
6057,11,1
6058,20,1
6059,30,1
6060,27,1
6061,42,1
6062,2,0.977249868
6063,40,1
6064,27,1
6065,19,1
6066,14,1
6067,19,1
6068,13,1
6069,16,1
6070,15,1
6071,26,1
6072,0,0.5
6073,25,1
6074,31,1
6075,33,1
6076,16,1
6077,16,1
6078,7,1
6079,25,1
6080,21,1
6081,15,1
6082,23,1
6083,38,1
6084,40,1
6085,0,0.5
6086,15,1
6087,1,0.841344746
6088,52,1
6089,17,1
6090,29,1
6091,32,1
6092,28,1
6093,22,1
6094,18,1
6095,37,1
6096,23,1
6097,2,0.977249868
6098,25,1
6099,21,1
6100,21,1
6101,25,1
6102,37,1
6103,13,1
6104,20,1
6105,7,1
6106,12,1
6107,11,1
6108,19,1
6109,15,1
6110,18,1
6111,23,1
6112,22,1
6113,19,1
6114,15,1
6115,32,1
6116,12,1
6117,16,1
6118,27,1
6119,8,1
6120,12,1
6121,14,1
6122,9,1
6123,28,1
6124,25,1
6125,17,1
6126,25,1
6127,16,1
6128,11,1
6129,18,1
6130,44,1
6131,35,1
6132,22,1
6133,22,1
6134,33,1
6135,0,0.5
6136,19,1
6137,30,1
6138,18,1
6139,37,1
6140,11,1
6141,39,1
6142,6,0.999999999
6143,4,0.999968329
6144,16,1
6145,22,1
6146,9,1
6147,26,1
6148,22,1
6149,15,1
6150,25,1
6151,15,1
6152,30,1
6153,12,1
6154,29,1
6155,33,1
6156,15,1
6157,8,1
6158,17,1
6159,27,1
6160,32,1
6161,32,1
6162,18,1
6163,0,0.5
6164,34,1
6165,16,1
6166,15,1
6167,12,1
6168,7,1
6169,27,1
6170,34,1
6171,21,1
6172,1,0.841344746
6173,10,1
6174,30,1
6175,17,1
6176,25,1
6177,35,1
6178,19,1
6179,40,1
6180,11,1
6181,31,1
6182,21,1
6183,17,1
6184,36,1
6185,32,1
6186,5,0.999999713
6187,12,1
6188,26,1
6189,26,1
6190,17,1
6191,37,1
6192,14,1
6193,22,1
6194,27,1
6195,18,1
6196,50,1
6197,25,1
6198,13,1
6199,24,1
6200,18,1
6201,53,1
6202,16,1
6203,27,1
6204,12,1
6205,15,1
6206,15,1
6207,21,1
6208,24,1
6209,18,1
6210,25,1
6211,29,1
6212,33,1
6213,28,1
6214,33,1
6215,29,1
6216,10,1
6217,21,1
6218,0,0.5
6219,21,1
6220,42,1
6221,15,1
6222,27,1
6223,22,1
6224,13,1
6225,13,1
6226,18,1
6227,24,1
6228,24,1
6229,36,1
6230,5,0.999999713
6231,28,1
6232,20,1
6233,39,1
6234,19,1
6235,33,1
6236,18,1
6237,29,1
6238,25,1
6239,22,1
6240,0,0.5
6241,20,1
6242,29,1
6243,33,1
6244,23,1
6245,22,1
6246,19,1
6247,16,1
6248,21,1
6249,28,1
6250,7,1
6251,15,1
6252,22,1
6253,11,1
6254,20,1
6255,30,1
6256,32,1
6257,13,1
6258,31,1
6259,9,1
6260,33,1
6261,12,1
6262,39,1
6263,13,1
6264,0,0.5
6265,42,1
6266,28,1
6267,25,1
6268,11,1
6269,23,1
6270,8,1
6271,14,1
6272,32,1
6273,27,1
6274,3,0.998650102
6275,33,1
6276,25,1
6277,42,1
6278,30,1
6279,20,1
6280,24,1
6281,31,1
6282,18,1
6283,9,1
6284,23,1
6285,22,1
6286,29,1
6287,21,1
6288,34,1
6289,31,1
6290,47,1
6291,27,1
6292,37,1
6293,34,1
6294,9,1
6295,34,1
6296,3,0.998650102
6297,25,1
6298,21,1
6299,28,1
6300,35,1
6301,33,1
6302,20,1
6303,20,1
6304,21,1
6305,30,1
6306,39,1
6307,33,1
6308,44,1
6309,15,1
6310,19,1
6311,7,1
6312,32,1
6313,9,1
6314,10,1
6315,16,1
6316,30,1
6317,15,1
6318,22,1
6319,18,1
6320,18,1
6321,22,1
6322,16,1
6323,30,1
6324,30,1
6325,14,1
6326,15,1
6327,40,1
6328,1,0.841344746
6329,22,1
6330,26,1
6331,38,1
6332,4,0.999968329
6333,7,1
6334,29,1
6335,35,1
6336,21,1
6337,25,1
6338,14,1
6339,18,1
6340,33,1
6341,22,1
6342,24,1
6343,11,1
6344,28,1
6345,16,1
6346,0,0.5
6347,8,1
6348,15,1
6349,13,1
6350,19,1
6351,20,1
6352,30,1
6353,26,1
6354,41,1
6355,27,1
6356,37,1
6357,33,1
6358,23,1
6359,0,0.5
6360,19,1
6361,21,1
6362,24,1
6363,23,1
6364,15,1
6365,20,1
6366,18,1
6367,43,1
6368,14,1
6369,40,1
6370,18,1
6371,26,1
6372,10,1
6373,19,1
6374,41,1
6375,21,1
6376,45,1
6377,31,1
6378,64,1
6379,30,1
6380,0,0.5
6381,10,1
6382,2,0.977249868
6383,10,1
6384,29,1
6385,26,1
6386,32,1
6387,24,1
6388,13,1
6389,15,1
6390,18,1
6391,23,1
6392,13,1
6393,38,1
6394,32,1
6395,28,1
6396,0,0.5
6397,28,1
6398,32,1
6399,30,1
6400,8,1
6401,14,1
6402,10,1
6403,15,1
6404,16,1
6405,56,1
6406,3,0.998650102
6407,8,1
6408,5,0.999999713
6409,16,1
6410,37,1
6411,8,1
6412,29,1
6413,16,1
6414,48,1
6415,19,1
6416,0,0.5
6417,22,1
6418,22,1
6419,32,1
6420,20,1
6421,26,1
6422,31,1
6423,24,1
6424,29,1
6425,35,1
6426,26,1
6427,44,1
6428,23,1
6429,26,1
6430,29,1
6431,22,1
6432,47,1
6433,23,1
6434,24,1
6435,19,1
6436,32,1
6437,29,1
6438,15,1
6439,17,1
6440,15,1
6441,24,1
6442,29,1
6443,13,1
6444,17,1
6445,25,1
6446,20,1
6447,32,1
6448,0,0.5
6449,11,1
6450,6,0.999999999
6451,30,1
6452,42,1
6453,25,1
6454,21,1
6455,24,1
6456,20,1
6457,28,1
6458,7,1
6459,24,1
6460,0,0.5
6461,35,1
6462,39,1
6463,4,0.999968329
6464,18,1
6465,18,1
6466,36,1
6467,30,1
6468,34,1
6469,29,1
6470,28,1
6471,24,1
6472,15,1
6473,25,1
6474,15,1
6475,8,1
6476,16,1
6477,35,1
6478,12,1
6479,28,1
6480,34,1
6481,32,1
6482,25,1
6483,30,1
6484,15,1
6485,6,0.999999999
6486,37,1
6487,21,1
6488,17,1
6489,43,1
6490,12,1
6491,32,1
6492,42,1
6493,22,1
6494,28,1
6495,12,1
6496,18,1
6497,33,1
6498,27,1
6499,30,1
6500,24,1
6501,26,1
6502,17,1
6503,40,1
6504,20,1
6505,26,1
6506,35,1
6507,35,1
6508,19,1
6509,28,1
6510,22,1
6511,41,1
6512,30,1
6513,29,1
6514,29,1
6515,32,1
6516,15,1
6517,32,1
6518,19,1
6519,37,1
6520,14,1
6521,36,1
6522,33,1
6523,22,1
6524,33,1
6525,17,1
6526,50,1
6527,48,1
6528,31,1
6529,16,1
6530,20,1
6531,19,1
6532,0,0.5
6533,10,1
6534,5,0.999999713
6535,36,1
6536,21,1
6537,36,1
6538,39,1
6539,33,1
6540,36,1
6541,11,1
6542,24,1
6543,27,1
6544,28,1
6545,13,1
6546,26,1
6547,17,1
6548,14,1
6549,46,1
6550,9,1
6551,26,1
6552,37,1
6553,27,1
6554,11,1
6555,38,1
6556,2,0.977249868
6557,29,1
6558,16,1
6559,20,1
6560,26,1
6561,10,1
6562,39,1
6563,18,1
6564,24,1
6565,25,1
6566,28,1
6567,24,1
6568,33,1
6569,15,1
6570,30,1
6571,29,1
6572,42,1
6573,1,0.841344746
6574,16,1
6575,24,1
6576,28,1
6577,25,1
6578,31,1
6579,24,1
6580,35,1
6581,41,1
6582,31,1
6583,9,1
6584,20,1
6585,32,1
6586,17,1
6587,16,1
6588,23,1
6589,23,1
6590,24,1
6591,13,1
6592,1,0.841344746
6593,21,1
6594,23,1
6595,37,1
6596,15,1
6597,4,0.999968329
6598,22,1
6599,13,1
6600,45,1
6601,40,1
6602,26,1
6603,5,0.999999713
6604,36,1
6605,6,0.999999999
6606,32,1
6607,20,1
6608,12,1
6609,28,1
6610,34,1
6611,0,0.5
6612,7,1
6613,8,1
6614,23,1
6615,26,1
6616,23,1
6617,39,1
6618,1,0.841344746
6619,26,1
6620,18,1
6621,35,1
6622,26,1
6623,26,1
6624,21,1
6625,31,1
6626,16,1
6627,27,1
6628,33,1
6629,19,1
6630,25,1
6631,30,1
6632,8,1
6633,30,1
6634,11,1
6635,20,1
6636,28,1
6637,39,1
6638,46,1
6639,35,1
6640,27,1
6641,1,0.841344746
6642,28,1
6643,3,0.998650102
6644,19,1
6645,36,1
6646,15,1
6647,23,1
6648,12,1
6649,22,1
6650,34,1
6651,6,0.999999999
6652,12,1
6653,32,1
6654,38,1
6655,24,1
6656,18,1
6657,33,1
6658,42,1
6659,21,1
6660,25,1
6661,21,1
6662,15,1
6663,35,1
6664,28,1
6665,4,0.999968329
6666,18,1
6667,33,1
6668,46,1
6669,22,1
6670,19,1
6671,10,1
6672,35,1
6673,19,1
6674,24,1
6675,14,1
6676,27,1
6677,20,1
6678,3,0.998650102
6679,10,1
6680,26,1
6681,23,1
6682,19,1
6683,18,1
6684,17,1
6685,20,1
6686,19,1
6687,7,1
6688,19,1
6689,0,0.5
6690,15,1
6691,23,1
6692,38,1
6693,34,1
6694,18,1
6695,32,1
6696,16,1
6697,6,0.999999999
6698,27,1
6699,24,1
6700,12,1
6701,27,1
6702,24,1
6703,0,0.5
6704,18,1
6705,0,0.5
6706,16,1
6707,29,1
6708,19,1
6709,8,1
6710,27,1
6711,19,1
6712,22,1
6713,15,1
6714,15,1
6715,15,1
6716,20,1
6717,45,1
6718,10,1
6719,25,1
6720,9,1
6721,24,1
6722,21,1
6723,16,1
6724,23,1
6725,3,0.998650102
6726,36,1
6727,32,1
6728,22,1
6729,17,1
6730,35,1
6731,31,1
6732,29,1
6733,26,1
6734,16,1
6735,27,1
6736,37,1
6737,27,1
6738,30,1
6739,18,1
6740,41,1
6741,0,0.5
6742,25,1
6743,28,1
6744,32,1
6745,5,0.999999713
6746,22,1
6747,37,1
6748,14,1
6749,34,1
6750,34,1
6751,22,1
6752,18,1
6753,32,1
6754,27,1
6755,25,1
6756,8,1
6757,29,1
6758,37,1
6759,19,1
6760,22,1
6761,12,1
6762,26,1
6763,26,1
6764,22,1
6765,13,1
6766,25,1
6767,19,1
6768,35,1
6769,34,1
6770,38,1
6771,14,1
6772,0,0.5
6773,38,1
6774,14,1
6775,21,1
6776,39,1
6777,20,1
6778,9,1
6779,25,1
6780,22,1
6781,18,1
6782,25,1
6783,22,1
6784,25,1
6785,7,1
6786,34,1
6787,25,1
6788,9,1
6789,17,1
6790,26,1
6791,27,1
6792,25,1
6793,22,1
6794,31,1
6795,1,0.841344746
6796,21,1
6797,23,1
6798,16,1
6799,23,1
6800,12,1
6801,22,1
6802,11,1
6803,5,0.999999713
6804,33,1
6805,22,1
6806,26,1
6807,14,1
6808,37,1
6809,10,1
6810,12,1
6811,8,1
6812,32,1
6813,36,1
6814,24,1
6815,33,1
6816,25,1
6817,28,1
6818,33,1
6819,30,1
6820,20,1
6821,9,1
6822,22,1
6823,21,1
6824,14,1
6825,33,1
6826,24,1
6827,14,1
6828,29,1
6829,4,0.999968329
6830,31,1
6831,18,1
6832,13,1
6833,24,1
6834,18,1
6835,19,1
6836,21,1
6837,31,1
6838,16,1
6839,40,1
6840,20,1
6841,14,1
6842,29,1
6843,19,1
6844,12,1
6845,30,1
6846,22,1
6847,30,1
6848,26,1
6849,19,1
6850,12,1
6851,28,1
